

C1 4.0229753 0.4796425 0.0691313 0.0291059 0.0045293 0.0003709 0.0003986 0.0001019 0.0001077 0.0000492 0.0001944 0.4716451
C2 0.4796425 3.1810776 0.7052203 0.4824507 0.0181629 0.0034804 0.0011325 0.0001879 0.0001654 0.0001164 0.0005781 0.0226818
O3 0.0691313 0.7052203 8.1526331 0.0621356 0.0141041 0.0115522 0.0221657 0.0030123 0.0006941 0.0011451 0.0013933 0.0135105
C4 0.0291059 0.4824507 0.0621356 3.9215367 0.4966846 0.0243126 0.0058912 0.0007716 0.0025268 0.0007134 0.0069110 0.0023190
C5 0.0045293 0.0181629 0.0141041 0.4966846 3.8671496 0.5042984 0.0281010 0.0046449 0.0028554 0.0044830 0.0266648 0.0003491
C6 0.0003709 0.0034804 0.0115522 0.0243126 0.5042984 3.8709235 0.6818575 0.0347139 0.0486665 0.0351986 0.6674822 0.0001073
C7 0.0003986 0.0011325 0.0221657 0.0058912 0.0281010 0.6818575 3.9389973 0.6854994 0.0374133 0.0503341 0.0364014 0.0000824
C8 0.0001019 0.0001879 0.0030123 0.0007716 0.0046449 0.0347139 0.6854994 3.9497621 0.7053141 0.0366292 0.0497729 0.0000169
C9 0.0001077 0.0001654 0.0006941 0.0025268 0.0028554 0.0486665 0.0374133 0.7053141 3.9635882 0.6860201 0.0367586 0.0000282
C10 0.0000492 0.0001164 0.0011451 0.0007134 0.0044830 0.0351986 0.0503341 0.0366292 0.6860201 3.9459971 0.7090017 0.0000171
C11 0.0001944 0.0005781 0.0013933 0.0069110 0.0266648 0.6674822 0.0364014 0.0497729 0.0367586 0.7090017 3.9654507 0.0000632
