                                                       1589conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          O1        C2        C3        C4        C5        C6        C7        O8        O9        H10       H11       H12       H13       H14       H15       

O1    8.0803568 0.7310606 0.0699389 0.0362896 0.0050517 0.0214530 0.0015612 0.0023365 0.0135579 0.0568587 0.0102936 0.0002228 0.0002750 0.0003614 0.0001036
C2    0.7310606 3.2547191 0.5286330 0.0310991 0.0070790 0.0171622 0.0010969 0.0015436 0.0320864 0.4510374 0.0016534 0.0006762 0.0001578 0.0002972 0.0000482
C3    0.0699389 0.5286330 3.6202404 0.6735352 0.0404566 0.0693929 0.0071239 0.0058973 0.4688886 0.0248456 0.0212247 0.0047987 0.0008714 0.0013336 0.0003383
C4    0.0362896 0.0310991 0.6735352 3.9532883 0.6742737 0.0417649 0.0038518 0.0014423 0.0869896 0.0039132 0.4746069 0.0207089 0.0010260 0.0005569 0.0001334
C5    0.0050517 0.0070790 0.0404566 0.6742737 3.9635445 0.6885290 0.0238137 0.0129990 0.0826171 0.0009531 0.0194191 0.4816271 0.0045019 0.0055964 0.0002868
C6    0.0214530 0.0171622 0.0693929 0.0417649 0.6885290 3.5541274 0.4742250 0.0556287 0.4847001 0.0006659 0.0045051 0.0224976 0.0214899 0.0218180 0.0015194
C7    0.0015612 0.0010969 0.0071239 0.0038518 0.0238137 0.4742250 3.5246326 0.4537330 0.0311028 0.0000343 0.0006402 0.0023939 0.4555780 0.4535652 0.0089926
O8    0.0023365 0.0015436 0.0058973 0.0014423 0.0129990 0.0556287 0.4537330 8.0593808 0.0087463 0.0000660 0.0001233 0.0009351 0.0417818 0.0299865 0.3597147
O9    0.0135579 0.0320864 0.4688886 0.0869896 0.0826171 0.4847001 0.0311028 0.0087463 7.9152652 0.0035655 0.0080986 0.0080587 0.0056668 0.0041622 0.0010888
H10   0.0568587 0.4510374 0.0248456 0.0039132 0.0009531 0.0006659 0.0000343 0.0000660 0.0035655 0.4302230 0.0003904 0.0002620 0.0000107 0.0000136 0.0000022
H11   0.0102936 0.0016534 0.0212247 0.4746069 0.0194191 0.0045051 0.0006402 0.0001233 0.0080986 0.0003904 0.3837280 0.0015920 0.0002492 0.0000545 0.0000104
H12   0.0002228 0.0006762 0.0047987 0.0207089 0.4816271 0.0224976 0.0023939 0.0009351 0.0080587 0.0002620 0.0015920 0.4030531 0.0002616 0.0019228 0.0000277
H13   0.0002750 0.0001578 0.0008714 0.0010260 0.0045019 0.0214899 0.4555780 0.0417818 0.0056668 0.0000107 0.0002492 0.0002616 0.4319804 0.0147203 0.0014504
H14   0.0003614 0.0002972 0.0013336 0.0005569 0.0055964 0.0218180 0.4535652 0.0299865 0.0041622 0.0000136 0.0000545 0.0019228 0.0147203 0.4053926 0.0049425
H15   0.0001036 0.0000482 0.0003383 0.0001334 0.0002868 0.0015194 0.0089926 0.3597147 0.0010888 0.0000022 0.0000104 0.0000277 0.0014504 0.0049425 0.0979383
