                                                       1273conf_1.sum LIDI values in a Matrix 
                                                    Note the DI values are divided by 2

          C1        C2        O3        C4        O5        C6        C7        C8        O9        C10       C11       O12       H13       H14       H15       H16       H17       H18       H19       H20       H21       H22       H23       H24       H25       H26       

C1    3.9700447 0.4874494 0.0392294 0.0040888 0.0221521 0.0004547 0.0001387 0.0002039 0.0004091 0.0000067 0.0000076 0.0000603 0.4813501 0.4730086 0.4710642 0.0204321 0.0212019 0.0001471 0.0000557 0.0001324 0.0006597 0.0000190 0.0000010 0.0000073 0.0000024 0.0000025
C2    0.4874494 3.5891772 0.4122860 0.0121053 0.0167690 0.0038952 0.0001820 0.0006757 0.0001133 0.0000177 0.0000326 0.0000932 0.0214580 0.0200783 0.0199021 0.4544937 0.4536262 0.0002034 0.0007076 0.0005339 0.0002919 0.0001049 0.0000060 0.0000198 0.0000056 0.0000277
O3    0.0392294 0.4122860 7.8497200 0.4438273 0.1359978 0.0320604 0.0040541 0.0240998 0.0015226 0.0001769 0.0002134 0.0011702 0.0053606 0.0025334 0.0091339 0.0322562 0.0339647 0.0044644 0.0042576 0.0196686 0.0114699 0.0024135 0.0000369 0.0002289 0.0000546 0.0001525
C4    0.0040888 0.0121053 0.4438273 2.9653416 0.6861097 0.4789909 0.0213299 0.0043609 0.0104183 0.0005336 0.0006888 0.0075930 0.0007704 0.0003956 0.0016746 0.0031824 0.0052578 0.0205994 0.0180309 0.0014321 0.0010101 0.0006129 0.0001224 0.0004170 0.0001716 0.0005005
O5    0.0221521 0.0167690 0.1359978 0.6861097 8.0558179 0.0490255 0.0095732 0.0008160 0.0071217 0.0010048 0.0002444 0.0034105 0.0030649 0.0092159 0.0062690 0.0075119 0.0018080 0.0105953 0.0097858 0.0007072 0.0004046 0.0002107 0.0000740 0.0024747 0.0001636 0.0001449
C6    0.0004547 0.0038952 0.0320604 0.4789909 0.0490255 3.9042137 0.4395053 0.0261910 0.0437589 0.0071500 0.0060518 0.0440663 0.0002447 0.0001334 0.0001631 0.0003545 0.0005977 0.4540416 0.4503538 0.0109463 0.0015006 0.0038310 0.0010959 0.0054495 0.0009628 0.0048521
C7    0.0001387 0.0001820 0.0040541 0.0213299 0.0095732 0.4395053 3.1060410 0.4592988 0.3958180 0.0133001 0.0130852 0.3997351 0.0000547 0.0000216 0.0000868 0.0001280 0.0000336 0.0155545 0.0152092 0.0187175 0.0181510 0.0174999 0.0039765 0.0014525 0.0035730 0.0014508
C8    0.0002039 0.0006757 0.0240998 0.0043609 0.0008160 0.0261910 0.4592988 3.9713985 0.0365400 0.0045113 0.0048220 0.0405159 0.0000264 0.0000206 0.0005473 0.0002613 0.0001568 0.0059640 0.0047143 0.4606761 0.4684290 0.4760045 0.0006315 0.0005415 0.0005374 0.0005677
O9    0.0004091 0.0001133 0.0015226 0.0104183 0.0071217 0.0437589 0.3958180 0.0365400 7.9082666 0.4400743 0.0398337 0.0874911 0.0000390 0.0000272 0.0011112 0.0000646 0.0000124 0.0075069 0.0037553 0.0048675 0.0097499 0.0021542 0.0311756 0.0378725 0.0029711 0.0036232
C10   0.0000067 0.0000177 0.0001769 0.0005336 0.0010048 0.0071500 0.0133001 0.0045113 0.4400743 3.5566729 0.4597695 0.0390162 0.0000023 0.0000010 0.0000301 0.0000036 0.0000049 0.0007517 0.0079517 0.0008252 0.0004867 0.0003437 0.4583855 0.4512094 0.0190319 0.0184708
C11   0.0000076 0.0000326 0.0002134 0.0006888 0.0002444 0.0060518 0.0130852 0.0048220 0.0398337 0.4597695 3.5807712 0.4375668 0.0000024 0.0000010 0.0000335 0.0000041 0.0000101 0.0003388 0.0073211 0.0002686 0.0010233 0.0005325 0.0179579 0.0205649 0.4597738 0.4538203
O12   0.0000603 0.0000932 0.0011702 0.0075930 0.0034105 0.0440663 0.3997351 0.0405159 0.0874911 0.0390162 0.4375668 7.9105741 0.0000323 0.0000165 0.0000758 0.0000427 0.0000284 0.0070085 0.0037024 0.0024143 0.0046190 0.0124648 0.0033015 0.0034362 0.0305001 0.0398119
H13   0.4813501 0.0214580 0.0053606 0.0007704 0.0030649 0.0002447 0.0000547 0.0000264 0.0000390 0.0000023 0.0000024 0.0000323 0.4522116 0.0195539 0.0190674 0.0010958 0.0051995 0.0000253 0.0000152 0.0000261 0.0000320 0.0000049 0.0000005 0.0000034 0.0000007 0.0000013
H14   0.4730086 0.0200783 0.0025334 0.0003956 0.0092159 0.0001334 0.0000216 0.0000206 0.0000272 0.0000010 0.0000010 0.0000165 0.0195539 0.4219930 0.0175421 0.0044795 0.0050001 0.0000245 0.0000192 0.0000170 0.0000834 0.0000034 0.0000001 0.0000017 0.0000009 0.0000007
H15   0.4710642 0.0199021 0.0091339 0.0016746 0.0062690 0.0001631 0.0000868 0.0005473 0.0011112 0.0000301 0.0000335 0.0000758 0.0190674 0.0175421 0.4183070 0.0044334 0.0009526 0.0000204 0.0000204 0.0000512 0.0010633 0.0000435 0.0000020 0.0000084 0.0000026 0.0000034
H16   0.0204321 0.4544937 0.0322562 0.0031824 0.0075119 0.0003545 0.0001280 0.0002613 0.0000646 0.0000036 0.0000041 0.0000427 0.0010958 0.0044795 0.0044334 0.4212911 0.0167239 0.0001232 0.0000372 0.0000949 0.0001616 0.0000569 0.0000005 0.0000037 0.0000023 0.0000029
H17   0.0212019 0.4536262 0.0339647 0.0052578 0.0018080 0.0005977 0.0000336 0.0001568 0.0000124 0.0000049 0.0000101 0.0000284 0.0051995 0.0050001 0.0009526 0.0167239 0.4269173 0.0000432 0.0001950 0.0000960 0.0001268 0.0000184 0.0000016 0.0000058 0.0000014 0.0000086
H18   0.0001471 0.0002034 0.0044644 0.0205994 0.0105953 0.4540416 0.0155545 0.0059640 0.0075069 0.0007517 0.0003388 0.0070085 0.0000253 0.0000245 0.0000204 0.0001232 0.0000432 0.3975156 0.0150700 0.0066588 0.0006045 0.0002483 0.0001412 0.0005149 0.0001121 0.0002711
H19   0.0000557 0.0007076 0.0042576 0.0180309 0.0097858 0.4503538 0.0152092 0.0047143 0.0037553 0.0079517 0.0073211 0.0037024 0.0000152 0.0000192 0.0000204 0.0000372 0.0001950 0.0150700 0.3939588 0.0011706 0.0002896 0.0012579 0.0008598 0.0086606 0.0007622 0.0079921
